name,year,year_period,continent,country,mass_cleaned,mass_bin,recclass_clean,reclat,reclong
Erxleben,1812.0,19th Century,Europe,Germany,2250.0,1-10kg,H6,52.21667,11.25
Esnandes,1837.0,19th Century,Europe,France,1500.0,1-10kg,L6,46.25,-1.1
Essebi,1957.0,20th Century,Africa,Uganda,500.0,100-1kg,CARBONACEOUS,2.88333,30.83333
Estherville,1879.0,19th Century,North America,United States of America,50369.99999999971,>10kg,OTHER,43.41667,-94.83333
Farmington,1890.0,19th Century,North America,United States of America,50369.99999999971,>10kg,L5,39.75,-97.03333
Farmville,1934.0,20th Century,North America,United States of America,50369.99999999971,>10kg,H4,35.55,-77.53333
Favars,1844.0,19th Century,Europe,France,1500.0,1-10kg,H5,44.38333,2.81667
Fayetteville,1934.0,20th Century,North America,United States of America,2360.0,1-10kg,H4,36.05,-94.16667
Feid Chair,1875.0,19th Century,Africa,Tunisia,380.0,100-1kg,H4,36.88333,8.45
Felix,1900.0,20th Century,North America,United States of America,3200.0,1-10kg,CARBONACEOUS,32.53333,-87.16667
Fenghsien-Ku,1924.0,20th Century,Asia,China,82.0,10-100g,H5,34.6,116.75
Ferguson,1889.0,19th Century,North America,United States of America,220.0,100-1kg,OTHER,36.1,-81.41667
Fermo,1996.0,20th Century,Europe,Italy,10200.0,>10kg,H-OTHER,43.18111,13.75333
Fisher,1894.0,19th Century,North America,United States of America,17600.0,>10kg,L6,47.81667,-96.85
Florence,1922.0,20th Century,North America,United States of America,3640.0,1-10kg,H-OTHER,30.83333,-97.76667
Forest City,1890.0,19th Century,North America,United States of America,50369.99999999971,>10kg,H5,43.25,-93.66667
Forest Vale,1942.0,20th Century,Oceania,Australia,26000.0,>10kg,H4,-33.35,146.85833
Forksville,1924.0,20th Century,North America,United States of America,6067.0,1-10kg,L6,36.78333,-78.08333
Forsbach,1900.0,20th Century,Europe,Germany,240.0,100-1kg,H6,50.95,7.31667
Forsyth,1829.0,19th Century,North America,United States of America,16300.0,>10kg,L6,33.01667,-83.96667
Fort Flatters,1944.0,20th Century,Africa,Algeria,32.6,10-100g,L-OTHER,28.25,7.0
Frankfort (stone),1868.0,19th Century,North America,United States of America,650.0,100-1kg,H-OTHER,34.48333,-87.83333
Fuhe,1945.0,20th Century,Asia,China,23000.0,>10kg,L5,31.47556,113.56694
Fukutomi,1882.0,19th Century,Asia,Japan,11620.0,>10kg,L5,33.18333,130.2
Fünen,1654.0,Ancient,Africa,Unknown,32.6,10-100g,L-OTHER,55.33333,10.33333
Futtehpur,1822.0,19th Century,Asia,India,4000.0,1-10kg,L6,25.95,80.81667
Fuyang,1977.0,20th Century,Asia,China,2500.0,1-10kg,L-OTHER,32.9,115.9
Galapian,1826.0,19th Century,Europe,France,132.7,100-1kg,H6,44.3,0.4
Galim (a),1952.0,20th Century,Africa,Cameroon,36.1,10-100g,L6,7.05,12.43333
Galim (b),1952.0,20th Century,Africa,Cameroon,28.0,10-100g,H-OTHER,7.05,12.43333
Galkiv,1995.0,20th Century,Europe,Ukraine,5000.0,1-10kg,H4,51.68333,30.78333
Gambat,1897.0,19th Century,Asia,Pakistan,6400.0,1-10kg,L6,27.35,68.53333
Gao-Guenie,1960.0,20th Century,Africa,Burkina Faso,32.6,10-100g,H5,11.65,-2.18333
Garhi Yasin,1917.0,20th Century,Asia,Pakistan,380.0,100-1kg,IRON,27.88333,68.53333
Garland,1950.0,20th Century,North America,United States of America,102.0,100-1kg,OTHER,41.68333,-112.13333
Gashua,1984.0,20th Century,Africa,Nigeria,4162.0,1-10kg,L6,12.85,11.03333
Gasseltepaoua,2000.0,21st Century,Africa,Burkina Faso,32.6,10-100g,H5,14.15083,-2.04167
Geidam,1950.0,20th Century,Africa,Nigeria,725.0,100-1kg,H5,12.91667,11.91667
Gifu,1909.0,20th Century,Asia,Japan,14290.0,>10kg,L6,35.53333,136.88333
Girgenti,1853.0,19th Century,Europe,Italy,18000.0,>10kg,L6,37.31667,13.56667
Git-Git,1947.0,20th Century,Africa,Nigeria,480.0,100-1kg,L6,9.6,9.91667
Glanerbrug,1990.0,20th Century,Europe,Germany,670.0,100-1kg,L5,52.2,6.86667
Glanggang,1939.0,20th Century,Asia,Indonesia,1303.0,1-10kg,H5,-7.25,107.7
Glasatovo,1918.0,20th Century,Europe,Russia,50369.99999999971,>10kg,H4,57.35,37.61667
Glatton,1991.0,20th Century,Europe,United Kingdom,767.0,100-1kg,L6,52.45972,-0.3
Gnadenfrei,1879.0,19th Century,Europe,Poland,1750.0,1-10kg,H5,50.66667,16.76667
Gopalpur,1865.0,19th Century,Asia,Bangladesh,1600.0,1-10kg,H6,24.23333,89.05
Gorlovka,1974.0,20th Century,Europe,Ukraine,3618.0,1-10kg,H-OTHER,48.28333,38.08333
Granes,1964.0,20th Century,Europe,France,9000.0,1-10kg,L6,42.9,2.25
Grefsheim,1976.0,20th Century,Europe,Norway,45.5,10-100g,L5,60.66667,11.0
Grimsby,2009.0,21st Century,North America,Canada,215.0,100-1kg,H5,43.2,-79.61667
Grosnaja,1861.0,19th Century,Europe,Russia,3500.0,1-10kg,CARBONACEOUS,43.66667,45.38333
Gross-Divina,1837.0,19th Century,Europe,Slovakia,10500.0,>10kg,H5,49.26667,18.71667
Grossliebenthal,1881.0,19th Century,Europe,Ukraine,8000.0,1-10kg,L6,46.35,30.58333
Grüneberg,1841.0,19th Century,Europe,Poland,1000.0,100-1kg,H4,51.93333,15.5
Grzempach,1910.0,20th Century,Europe,Poland,690.0,100-1kg,H5,52.86667,16.63333
Gualeguaychú,1932.0,20th Century,South America,Argentina,22000.0,>10kg,H6,-33.0,-58.61667
Guangmingshan,1996.0,20th Century,Asia,China,2910.0,1-10kg,H5,39.80417,122.76389
Guangnan,1983.0,20th Century,Asia,China,32.6,10-100g,L6,24.1,105.0
Guangrao,1980.0,20th Century,Asia,China,1900.0,1-10kg,L6,37.1,118.4
Guareña,1892.0,19th Century,Europe,Spain,39000.0,>10kg,H6,38.73333,-6.01667
Guêa,1891.0,19th Century,Europe,Republic of Serbia,1915.0,1-10kg,L-OTHER,43.76667,20.23333
Guibga,1972.0,20th Century,Africa,Burkina Faso,288.0,100-1kg,L5,13.5,-0.68333
Guidder,1949.0,20th Century,Africa,Cameroon,968.0,100-1kg,L5,9.91667,13.98333
Gujargaon,1982.0,20th Century,Asia,India,2449.0,1-10kg,H5,22.98333,76.05
Gujba,1984.0,20th Century,Africa,Nigeria,50369.99999999971,>10kg,CARBONACEOUS,11.49167,11.65833
Gumoschnik,1904.0,20th Century,Europe,Bulgaria,5700.0,1-10kg,H5,42.9,24.7
Gurram Konda,1814.0,19th Century,Asia,India,28.0,10-100g,L6,13.78333,78.56667
Gursum,1981.0,20th Century,Africa,Ethiopia,34650.0,>10kg,H4,9.36667,42.41667
Gütersloh,1851.0,19th Century,Europe,Germany,1000.0,100-1kg,H-OTHER,51.91667,8.38333
Gyokukei,1930.0,20th Century,Asia,South Korea,1320.0,1-10kg,OTHER,35.0,127.5
Hachi-oji,1817.0,19th Century,Asia,Japan,0.2,<1g,H-OTHER,35.65,139.33333
Hainaut,1934.0,20th Century,Europe,Belgium,9000.0,1-10kg,H-OTHER,50.31667,3.73333
Hallingeberg,1944.0,20th Century,Europe,Sweden,1456.0,1-10kg,L-OTHER,57.81667,16.23333
Hamlet,1959.0,20th Century,North America,United States of America,3710.0,1-10kg,L-OTHER,41.38333,-86.6
Haraiya,1878.0,19th Century,Asia,India,1000.0,100-1kg,OTHER,26.8,82.53333
Haripura,1921.0,20th Century,Asia,India,315.0,100-1kg,CARBONACEOUS,28.38333,75.78333
Harleton,1961.0,20th Century,North America,United States of America,8360.0,1-10kg,L6,32.675,-94.51167
Harrison County,1859.0,19th Century,North America,United States of America,680.0,100-1kg,L6,38.25,-86.16667
Hashima,1910.0,20th Century,Asia,Japan,1110.6,1-10kg,H4,35.2945,136.70033
Hassi-Jekna,1890.0,19th Century,Africa,Algeria,1250.0,1-10kg,L-OTHER,28.95,0.81667
Hatford,1628.0,Ancient,Europe,United Kingdom,29000.0,>10kg,L-OTHER,51.65,-1.51667
Hedeskoga,1922.0,20th Century,Europe,Sweden,3500.0,1-10kg,H5,55.46667,13.78333
Hedjaz,1910.0,20th Century,Africa,Unknown,6100.0,1-10kg,L-OTHER,27.33333,35.66667
Heredia,1857.0,19th Century,North America,Costa Rica,1000.0,100-1kg,H5,10.0,-84.1
Hessle,1869.0,19th Century,Europe,Sweden,20000.0,>10kg,H5,59.85,17.66667
Higashi-koen,1897.0,19th Century,Asia,Japan,750.0,100-1kg,H5,33.6,130.43333
High Possil,1804.0,19th Century,Europe,United Kingdom,4500.0,1-10kg,L6,55.9,-4.23333
Hiroshima,2003.0,21st Century,Asia,Japan,414.0,100-1kg,H5,34.45,132.38333
Hoima,2003.0,21st Century,Africa,Uganda,167.7,100-1kg,H6,1.345,31.47278
Hökmark,1954.0,20th Century,Europe,Sweden,305.5,100-1kg,L-OTHER,64.43333,21.2
Holbrook,1912.0,20th Century,North America,United States of America,50369.99999999971,>10kg,L6,34.9,-110.18333
Holetta,1923.0,20th Century,Africa,Ethiopia,1415.0,1-10kg,L-OTHER,9.06667,38.41667
Homestead,1875.0,19th Century,North America,United States of America,50369.99999999971,>10kg,L5,41.8,-91.86667
Honolulu,1825.0,19th Century,North America,United States of America,2420.0,1-10kg,L5,21.3,-157.86667
Hotse,1956.0,20th Century,Asia,China,180.0,100-1kg,L6,35.66667,115.5
Hoxie,1963.0,20th Century,North America,United States of America,266.1,100-1kg,OTHER,39.35,-100.45
Hraschina,1751.0,Ancient,Europe,Croatia,49000.0,>10kg,IRON,46.1,16.33333
Huaxi,2010.0,21st Century,Asia,China,1600.0,1-10kg,H5,26.46469,106.63241
Hungen,1877.0,19th Century,Europe,Germany,112.0,100-1kg,H6,50.3,8.91667
Hvittis,1901.0,20th Century,Europe,Finland,14000.0,>10kg,L6,61.18333,22.68333
Ibbenbüren,1870.0,19th Century,Europe,Germany,2000.0,1-10kg,OTHER,52.28333,7.7
Ibitira,1957.0,20th Century,South America,Brazil,2500.0,1-10kg,OTHER,-20.0,-45.0
Ibrisim,1949.0,20th Century,Asia,Turkey,32.6,10-100g,OTHER,38.0,35.0
Ichkala,1936.0,20th Century,Europe,Russia,3973.0,1-10kg,H6,58.2,82.93333
Idutywa,1956.0,20th Century,Africa,South Africa,3457.0,1-10kg,H5,-32.1,28.33333
Iguaracu,1977.0,20th Century,South America,Brazil,1200.0,1-10kg,H5,-23.2,-51.83333
Ijopega,1975.0,20th Century,Oceania,Papua New Guinea,7330.0,1-10kg,H6,-6.03333,145.36667
Indarch,1891.0,19th Century,Asia,Azerbaijan,27000.0,>10kg,H4,39.75,46.66667
Independence,1917.0,20th Century,North America,United States of America,880.0,100-1kg,L6,39.08333,-94.4
Inner Mongolia,1963.0,20th Century,Asia,China,3000.0,1-10kg,L6,41.0,112.0
Innisfree,1977.0,20th Century,North America,Canada,4576.0,1-10kg,L5,53.415,-111.3375
Ipiranga,1972.0,20th Century,South America,Brazil,7000.0,1-10kg,H6,-25.5,-54.5
Ishinga,1954.0,20th Century,Africa,United Republic of Tanzania,1300.0,1-10kg,H-OTHER,-8.93333,33.8
Isthilart,1928.0,20th Century,South America,Argentina,3050.0,1-10kg,H5,-31.18333,-57.95
Itapicuru-Mirim,1879.0,19th Century,South America,Brazil,2024.0,1-10kg,H5,-3.4,-44.33333
Itqiy,1990.0,20th Century,Africa,Morocco,4720.0,1-10kg,H-OTHER,26.59083,-12.95217
Ivuna,1938.0,20th Century,Africa,United Republic of Tanzania,704.5,100-1kg,CARBONACEOUS,-8.41667,32.43333
Jackalsfontein,1903.0,20th Century,Africa,South Africa,48000.0,>10kg,L6,-32.5,21.9
Jajh deh Kot Lalu,1926.0,20th Century,Asia,Pakistan,973.0,100-1kg,L6,26.75,68.41667
Jalandhar,1621.0,Ancient,Asia,India,1967.0,1-10kg,IRON,31.0,75.0
Jamkheir,1866.0,19th Century,Asia,India,22.0,10-100g,H6,18.75,75.33333
Jartai,1979.0,20th Century,Asia,China,20500.0,>10kg,L6,39.7,105.8
Jelica,1889.0,19th Century,Europe,Republic of Serbia,34000.0,>10kg,L6,43.83333,20.44167
Jesenice,2009.0,21st Century,Europe,Slovenia,3667.0,1-10kg,L6,46.42137,14.05217
Jhung,1873.0,19th Century,Asia,Pakistan,5900.0,1-10kg,L5,31.3,72.38333
Jiange,1964.0,20th Century,Asia,China,222.0,100-1kg,H5,31.91667,104.91667
Jianshi,1890.0,19th Century,Asia,China,50369.99999999971,>10kg,IRON,30.80833,109.5
Jilin,1976.0,20th Century,Asia,China,50369.99999999971,>10kg,H5,44.05,126.16667
Jodiya,2006.0,21st Century,Asia,India,100.0,10-100g,L5,22.68,70.31333
Jodzie,1877.0,19th Century,Europe,Lithuania,30.0,10-100g,H-OTHER,55.7,24.4
Johnstown,1924.0,20th Century,North America,United States of America,40300.0,>10kg,OTHER,40.35,-104.9
Jolomba,1974.0,20th Century,Africa,Angola,483.0,100-1kg,L6,-11.85,15.83333
Jonzac,1819.0,19th Century,Europe,France,5000.0,1-10kg,OTHER,45.43333,-0.45
Juancheng,1997.0,20th Century,Asia,China,50369.99999999971,>10kg,H5,35.5,115.41667
Judesegeri,1876.0,19th Century,Asia,India,680.0,100-1kg,H6,12.85,76.8
Jumapalo,1984.0,20th Century,Asia,Indonesia,32490.0,>10kg,L6,-7.71667,111.2
Junan,1976.0,20th Century,Asia,China,950.0,100-1kg,L6,35.2,118.8
Juromenha,1968.0,20th Century,Europe,Portugal,25250.0,>10kg,IRON,38.74028,-7.27
Juvinas,1821.0,19th Century,Europe,France,50369.99999999971,>10kg,OTHER,44.71667,4.3
Kaba,1857.0,19th Century,Europe,Hungary,3000.0,1-10kg,CARBONACEOUS,47.35,21.3
Kabo,1971.0,20th Century,Africa,Nigeria,13400.0,>10kg,H4,11.85,8.21667
Kadonah,1822.0,19th Century,Asia,India,89.0,10-100g,H6,27.08333,78.33333
Kaee,1838.0,19th Century,Asia,India,230.0,100-1kg,H5,27.25,79.96667
Kagarlyk,1908.0,20th Century,Europe,Ukraine,1900.0,1-10kg,L6,49.86667,30.83333
Kaidun,1980.0,20th Century,Asia,Yemen,2000.0,1-10kg,CARBONACEOUS,15.0,48.3
Kainsaz,1937.0,20th Century,Europe,Russia,50369.99999999971,>10kg,CARBONACEOUS,55.43333,53.25
Kakangari,1890.0,19th Century,Asia,India,350.0,100-1kg,OTHER,12.38333,78.51667
Kakowa,1858.0,19th Century,Europe,Romania,577.0,100-1kg,L6,45.13333,21.66667
Kalaba,1951.0,20th Century,Africa,Democratic Republic of the Congo,950.0,100-1kg,H4,-6.83333,29.5
Kalumbi,1879.0,19th Century,Asia,India,4500.0,1-10kg,L6,17.83333,73.98333
Kamalpur,1942.0,20th Century,Asia,India,2770.0,1-10kg,L6,26.03333,81.46667
Kamiomi,1913.0,20th Century,Asia,Japan,448.0,100-1kg,H5,36.04167,139.95667
Kamsagar,1902.0,20th Century,Asia,India,1293.0,1-10kg,L6,14.18333,75.8
Kandahar (Afghanistan),1959.0,20th Century,Asia,Afghanistan,299.0,100-1kg,L6,31.6,65.78333
Kangean,1908.0,20th Century,Asia,Unknown,1630.0,1-10kg,H5,-7.0,115.5
Kangra Valley,1897.0,19th Century,Asia,India,400.0,100-1kg,H5,32.08333,76.3
Kapoeta,1942.0,20th Century,Africa,South Sudan,11355.0,>10kg,H-OTHER,4.7,33.63333
Kaprada,2004.0,21st Century,Asia,India,1600.0,1-10kg,L5,20.33916,73.22329
Kaptal-Aryk,1937.0,20th Century,Asia,Kyrgyzstan,3500.0,1-10kg,L6,42.45,73.36667
Karakol,1840.0,19th Century,Asia,Kazakhstan,3000.0,1-10kg,L6,47.21667,81.01667
Karatu,1963.0,20th Century,Africa,United Republic of Tanzania,2220.0,1-10kg,L6,-3.5,35.58333
Karewar,1949.0,20th Century,Africa,Nigeria,180.0,100-1kg,L6,12.9,7.15
Karkh,1905.0,20th Century,Asia,Pakistan,22000.0,>10kg,L6,27.8,67.16667
Karloowala,1955.0,20th Century,Asia,Pakistan,2950.0,1-10kg,L6,31.58333,71.6
Karoonda,1930.0,20th Century,Oceania,Australia,41730.0,>10kg,CARBONACEOUS,-35.08333,139.91667
Kasamatsu,1938.0,20th Century,Asia,Japan,710.0,100-1kg,H-OTHER,35.36667,136.76667
Kasauli,2003.0,21st Century,Asia,India,16820.0,>10kg,H4,29.58333,77.58333
Katagum,1999.0,20th Century,Africa,Nigeria,1500.0,1-10kg,L6,11.33333,10.08333
Kavarpura,2006.0,21st Century,Asia,India,6800.0,1-10kg,IRON,25.14333,75.81333
Kayakent,1961.0,20th Century,Asia,Turkey,50369.99999999971,>10kg,IRON,39.26333,31.78
Kediri,1940.0,20th Century,Asia,Indonesia,3300.0,1-10kg,L-OTHER,-7.75,112.01667
Kemer,2008.0,21st Century,Asia,Turkey,5760.0,1-10kg,L-OTHER,36.54194,29.41822
Kendleton,1939.0,20th Century,North America,United States of America,6937.0,1-10kg,L-OTHER,29.45,-96.0
Kendrapara,2003.0,21st Century,Asia,India,6669.2,1-10kg,H4,20.4625,86.70278
Kerilis,1874.0,19th Century,Europe,France,5000.0,1-10kg,H5,48.4,-3.3
Kernouve,1869.0,19th Century,Europe,France,50369.99999999971,>10kg,H6,48.11667,-3.08333
Kesen,1850.0,19th Century,Asia,Japan,50369.99999999971,>10kg,H4,38.98333,141.61667
Khairpur,1873.0,19th Century,Asia,Pakistan,13600.0,>10kg,L6,29.53333,72.3
Khanpur,1932.0,20th Century,Asia,India,3698.0,1-10kg,L5,25.55,83.11667
Kharkov,1787.0,Ancient,Europe,Ukraine,1500.0,1-10kg,L6,50.625,35.075
Kheragur,1860.0,19th Century,Asia,India,450.0,100-1kg,L6,26.95,77.88333
Khetri,1867.0,19th Century,Asia,India,100.0,10-100g,H6,28.01667,75.81667
Khmelevka,1929.0,20th Century,Europe,Russia,6109.0,1-10kg,L5,56.75,75.33333
Khohar,1910.0,20th Century,Asia,India,9700.0,1-10kg,L-OTHER,25.1,81.53333
Khor Temiki,1932.0,20th Century,Africa,Sudan,3200.0,1-10kg,OTHER,16.0,36.0
Kidairat,1983.0,20th Century,Africa,Sudan,50369.99999999971,>10kg,H6,14.0,28.0
Kiel,1962.0,20th Century,Europe,Germany,737.6,100-1kg,L6,54.4,10.15
Kiffa,1970.0,20th Century,Africa,Mauritania,1500.0,1-10kg,H5,16.58333,-11.33333
Kijima (1906),1906.0,20th Century,Asia,Japan,331.0,100-1kg,L-OTHER,36.85,138.38333
Kikino,1809.0,19th Century,Europe,Russia,195.0,100-1kg,H6,55.0,34.0
Kilabo,2002.0,21st Century,Africa,Nigeria,19000.0,>10kg,L6,12.76667,9.8
Kilbourn,1911.0,20th Century,North America,United States of America,772.0,100-1kg,H5,43.58333,-89.6
Killeter,1844.0,19th Century,Europe,Ireland,140.0,100-1kg,H6,54.66667,-7.66667
Kingai,1967.0,20th Century,Africa,Sudan,67.4,10-100g,H6,11.63333,24.68333
Kirbyville,1906.0,20th Century,North America,United States of America,97.7,10-100g,OTHER,30.75,-95.95
Kisvarsány,1914.0,20th Century,Europe,Hungary,1550.0,1-10kg,L6,48.16667,22.30833
Kitchener,1998.0,20th Century,North America,Canada,202.6,100-1kg,L6,43.38333,-80.38333
Klein-Wenden,1843.0,19th Century,Europe,Germany,3250.0,1-10kg,H6,51.6,10.8
Knyahinya,1866.0,19th Century,Europe,Ukraine,50369.99999999971,>10kg,L5,48.9,22.4
Kobe,1999.0,20th Century,Asia,Japan,136.0,100-1kg,CARBONACEOUS,34.73333,135.16667
Kokubunji,1986.0,20th Century,Asia,Japan,11510.0,>10kg,L6,34.3,133.95
Komagome,1926.0,20th Century,Asia,Japan,238.0,100-1kg,IRON,35.73333,139.75
Konovo,1931.0,20th Century,Europe,Bulgaria,90.0,10-100g,L5,42.51667,26.16667
Košice,2010.0,21st Century,Europe,Slovakia,4300.0,1-10kg,H5,48.76367,21.17633
Krähenberg,1869.0,19th Century,Europe,Germany,16500.0,>10kg,L5,49.32694,7.46472
Krasnoi-Ugol,1829.0,19th Century,Europe,Russia,2440.0,1-10kg,L6,54.03333,40.9
Krasnyi Klyuch,1946.0,20th Century,Europe,Russia,4000.0,1-10kg,H5,54.33333,56.08333
Krutikha,1906.0,20th Century,Europe,Russia,845.2,100-1kg,OTHER,56.8,77.0
Krymka,1946.0,20th Century,Europe,Ukraine,50000.0,>10kg,L-OTHER,47.83333,30.76667
Kukschin,1938.0,20th Century,Europe,Ukraine,2250.0,1-10kg,L6,51.15,31.7
Kulak,1961.0,20th Century,Asia,Pakistan,453.6,100-1kg,L5,30.73111,66.80222
Kuleschovka,1811.0,19th Century,Europe,Ukraine,6000.0,1-10kg,L6,50.75,33.5
Kulp,1906.0,20th Century,Asia,Armenia,3719.0,1-10kg,H6,41.11667,45.0
Kunashak,1949.0,20th Century,Europe,Russia,50369.99999999971,>10kg,L6,55.78333,61.36667
Kunya-Urgench,1998.0,20th Century,Asia,Turkmenistan,50369.99999999971,>10kg,H5,42.25,59.2
Kushiike,1920.0,20th Century,Asia,Japan,4460.0,1-10kg,OTHER,37.05,138.38333
Kusiali,1860.0,19th Century,Asia,India,5.0,1-10g,L6,29.68333,78.38333
Kutais,1977.0,20th Century,Europe,Russia,23.0,10-100g,H5,44.51667,39.3
Kuttippuram,1914.0,20th Century,Asia,India,45000.0,>10kg,L6,10.83333,76.03333
Kuznetzovo,1932.0,20th Century,Europe,Russia,4047.0,1-10kg,L6,55.2,75.33333
Kyushu,1886.0,19th Century,Asia,Japan,45000.0,>10kg,L6,32.03333,130.63333
La Bécasse,1879.0,19th Century,Europe,France,2800.0,1-10kg,L6,47.08333,1.75
La Charca,1878.0,19th Century,North America,Mexico,399.0,100-1kg,OTHER,20.66667,-101.28333
La Colina,1924.0,20th Century,South America,Argentina,2000.0,1-10kg,H5,-37.33333,-61.53333
La Criolla,1985.0,20th Century,South America,Argentina,45000.0,>10kg,L6,-31.23333,-58.16667
Laborel,1871.0,19th Century,Europe,France,3833.0,1-10kg,H5,44.28333,5.58333
Lahrauli,1955.0,20th Century,Asia,India,900.0,100-1kg,L-OTHER,26.78333,82.71667
L'Aigle,1803.0,19th Century,Europe,France,37000.0,>10kg,L6,48.76667,0.63333
Lakangaon,1910.0,20th Century,Asia,India,212.5,100-1kg,OTHER,21.86667,76.03333
Lalitpur,1887.0,19th Century,Asia,India,372.0,100-1kg,L6,24.45,78.56667
Lancé,1872.0,19th Century,Europe,France,50369.99999999971,>10kg,CARBONACEOUS,47.7,1.06667
Lancon,1897.0,19th Century,Europe,France,7000.0,1-10kg,H6,43.75,5.11667
Långhalsen,1947.0,20th Century,Europe,Sweden,2300.0,1-10kg,L6,58.85,16.73333
Lanxi,1986.0,20th Century,Asia,China,1282.0,1-10kg,L6,46.24167,126.19611
Lanzenkirchen,1925.0,20th Century,Europe,Austria,7000.0,1-10kg,L-OTHER,47.75,16.23333
Laochenzhen,1987.0,20th Century,Asia,China,14250.0,>10kg,H5,33.13333,115.16667
Launton,1830.0,19th Century,Europe,United Kingdom,1060.0,1-10kg,L6,51.9,-1.11667
Lavrentievka,1938.0,20th Century,Europe,Russia,800.0,100-1kg,L6,52.45,51.56667
Le Pressoir,1845.0,19th Century,Europe,France,3000.0,1-10kg,H5,47.16667,0.43333
Le Teilleul,1845.0,19th Century,Europe,France,780.0,100-1kg,H-OTHER,48.53333,-0.86667
Leedey,1943.0,20th Century,North America,United States of America,50369.99999999971,>10kg,L6,35.88333,-99.33333
Leeuwfontein,1912.0,20th Century,Africa,South Africa,460.0,100-1kg,L6,-25.66667,28.36667
Leighlinbridge,1999.0,20th Century,Europe,Ireland,271.4,100-1kg,L6,52.66667,-6.96667
Leighton,1907.0,20th Century,North America,United States of America,877.0,100-1kg,H5,34.58333,-87.5
Leonovka,1900.0,20th Century,Europe,Russia,700.0,100-1kg,L6,52.26667,32.85
Les Ormes,1857.0,19th Century,Europe,France,125.0,100-1kg,L6,48.35,3.25
Lesves,1896.0,19th Century,Europe,Belgium,2000.0,1-10kg,L6,50.36667,4.73333
Lichtenberg,1973.0,20th Century,Africa,South Africa,4000.0,1-10kg,H6,-26.15,26.18333
Lillaverke,1930.0,20th Century,Europe,Sweden,6862.0,1-10kg,H5,56.65,15.86667
Limerick,1813.0,19th Century,Europe,Ireland,50000.0,>10kg,H5,52.56667,-8.78333
Linum,1854.0,19th Century,Europe,Germany,1862.0,1-10kg,L6,52.75,12.9
Lishui,1978.0,20th Century,Asia,China,498.0,100-1kg,L5,31.63333,118.98333
Lissa,1808.0,19th Century,Europe,Czechia,12800.0,>10kg,L6,50.2,14.85
Little Piney,1839.0,19th Century,North America,United States of America,491.0,100-1kg,L5,37.91667,-92.08333
Lixna,1820.0,19th Century,Europe,Latvia,5213.0,1-10kg,H4,56.0,26.43333
Lodran,1868.0,19th Century,Asia,Pakistan,1000.0,100-1kg,L-OTHER,29.53333,71.8
Lohawat,1994.0,20th Century,Asia,India,40000.0,>10kg,H-OTHER,26.96556,72.62667
Lorton,2010.0,21st Century,North America,United States of America,329.7,100-1kg,L6,38.70066,-77.21163
Los Martinez,1894.0,19th Century,Europe,Spain,25.0,10-100g,L6,38.0,-0.83333
